rig_id,lease_name,first_date,last_date,lat_mean,lon_mean,api_lst,operator
569d0159292274e4260001ce,RETAMA STATE 36-11-56,2019-09-10,2019-09-11,40.89,-103.58874,['0512341756'],RETAMCO OPERATING INC
569d0159292274e4260001ce,JODSTER SOUTH,2019-10-06,2020-01-19,40.373637230769226,-104.94909346153847,"['0506906502', '0506906525', '0506906507', '0506906518', '0506906501', '0506906521', '0506906504', '0506906524', '0506906506', '0506906522', '0506906503', '0506906519', '0506906516', '0506906515', '0506906505', '0506906523', '0506906512', '0506906517', '0506906508', '0506906511', '0506906513', '0506906520', '0506906514', '0506906509', '0506906510']",OCCIDENTAL
569d0159292274e4260001ce,FOLLEY,2020-01-21,2020-03-03,40.39828814285715,-104.94652257142857,"['0506906531', '0506906527', '0506906528', '0506906532', '0506906526', '0506906529', '0506906533']",OCCIDENTAL
569d0159292274e4260001ce,DAMORE,2020-03-05,2020-04-19,40.400901375000004,-104.9422285,"['0512350775', '0512350772', '0512350778', '0512350776', '0512350779', '0512350774', '0512350773', '0512350777']",OCCIDENTAL
569d022b292274e42600157b,RILEY #LD19-715,2016-10-11,2016-12-10,40.73026275635,-103.90277862549,"['0512343478', '0512343481', '0512343518']",CHEVRON
569d022b292274e42600157b,WELLS RANCH STATE #AA33-790,2017-03-10,2017-04-15,40.46554946899,-104.44751739502,"['0512343876', '0512343875']",CHEVRON
569d022b292274e42600157b,WELLS RANCH STATE #BB05-690,2017-04-06,2017-05-20,40.43365478516,-104.43006134033,"['0512343784', '0512343785']",CHEVRON
569d022b292274e42600157b,WELLS RANCH STATE #BB05-635,2017-04-30,2017-06-10,40.42612075806,-104.43013763428,"['0512343781', '0512343799']",CHEVRON
569d022b292274e42600157b,WELLS RANCH #BB11-667,2017-08-16,2017-09-02,40.41897964478,-104.41268157959,['0512344968'],CHEVRON
569d022b292274e42600157b,Tallow,2019-04-13,2019-04-27,41.18434,-104.6817,['4902127520'],SAMSON ENERGY
569d022b292274e42600157b,Lasso,2019-05-23,2019-06-29,41.25975,-104.65892,['4902127544'],SAMSON ENERGY
569d022b292274e42600157b,Buckaroo,2019-07-01,2019-07-20,41.25015,-104.76478,['4902128000'],SAMSON ENERGY
569d017a292274e4260009ea,FOX CREEK #523-3422H,2016-10-22,2016-10-22,40.972240448,-104.41201019287,['0512342580'],CIVITAS RESOURCES
569d017a292274e4260009ea,SHOOK #3-10-1CDH,2017-05-17,2017-09-02,39.99222183228,-104.8733291626,"['0500109968', '0500109978', '0500109970', '0500109975', '0500109969', '0500109981', '0500109976', '0500109972', '0500109977', '0500109980', '0500109974']",PROVIDENCE ENERGY LTD.
569d01f2292274e426001161,BENNETT #LD19-758,2016-10-26,2016-12-31,40.73020172119,-103.91159820557,"['0512343493', '0512343491', '0512343492', '0512343495']",CHEVRON
569d01f2292274e426001161,WELLS RANCH STATE #AA33-755,2017-03-09,2017-04-15,40.46556854248,-104.44142913818,['0512343874'],CHEVRON
569d01f2292274e426001161,WELLS RANCH STATE #AA33-725,2017-03-27,2017-04-22,40.46559906006,-104.43612670898,['0512343917'],CHEVRON
569d01f2292274e426001161,WELLS RANCH STATE #AA33-744,2017-03-27,2017-04-22,40.46556854248,-104.44116210938,['0512343878'],CHEVRON
569d01f2292274e426001161,WELLS RANCH STATE #BB05-656,2017-04-16,2017-05-20,40.43063354492,-104.43019104004,['0512343780'],CHEVRON
569d01f2292274e426001161,WELLS RANCH STATE #BB05-613,2017-05-01,2017-06-10,40.42316055298,-104.42993927002,"['0512343800', '0512343801']",CHEVRON
569d01f2292274e426001161,KONA #A19-616,2017-05-20,2017-06-10,40.46664810181,-104.5608291626,"['0512344575', '0512344574']",CHEVRON
569d01f2292274e426001161,KONA #A19-646,2017-06-11,2017-08-05,40.47080993652,-104.56063079834,"['0512344541', '0512344525', '0512344524']",CHEVRON
569d01f2292274e426001161,WELLS RANCH #AF07-645,2017-07-03,2017-08-05,40.41495895386,-104.33836364746,['0512344250'],CHEVRON
569d01f2292274e426001161,WELLS RANCH #AF07-625,2017-07-28,2017-09-02,40.41035079956,-104.3383026123,"['0512344238', '0512344241']",CHEVRON
569d01f2292274e426001161,WELLS RANCH #BB09-654,2017-08-18,2017-09-02,40.41257858276,-104.41262817383,"['0512344960', '0512344962']",CHEVRON
569d01f2292274e426001161,GUTTERSEN,2018-12-29,2022-03-22,40.216775,-104.51973,"['0512348044', '0512348566', '0512349080', '0512348620', '0512349069', '0512348845', '0512348575', '0512348640']",CHEVRON
569d01f2292274e426001161,VOGLER STATE,2019-03-03,2019-04-27,40.206175,-104.5556675,"['0512348563', '0512348572', '0512348573', '0512348564']",CHEVRON
569d01f2292274e426001161,GUTTERSEN STATE,2019-05-23,2023-05-01,40.25200692307692,-104.47972153846155,"['0512348843', '0512349264', '0512348632', '0512349271', '0512348621', '0512348842', '0512349267', '0512349256', '0512349253', '0512349259', '0512349257', '0512349262', '0512348597']",CHEVRON
569d01f2292274e426001161,WELLS RANCH STATE,2019-10-02,2020-01-11,40.42993444444445,-104.44681,"['0512349940', '0512349958', '0512349959', '0512350114', '0512350170', '0512349941', '0512350172', '0512350176', '0512350113']",CHEVRON
